instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
77742,Andrew Dice Clay,Mother & Son - Live At Dangerfield's/1989,5hO0gQU9lC08CewJej8sdn,12,0.845,0.621,216800,0.364,0,C,0.345,-17.204,Major,0.886,136.196,01-Apr,0.583,Comedy
148680,The Toilet Bowl Cleaners,Fecal Matter on My Toothbrush,3FexBqEnmKPUttfXtwRDR6,11,0.874,0.67,112640,0.196,0,F,0.0799,-13.443,Major,0.109,116.366,04-Apr,0.292,Comedy
36303,Nick Thune,Born Young,1AimcV2WegRFXxWkVQtJOu,17,0.538,0.34,193533,0.736,0.00012,G,0.228,-7.548,Major,0.761,63.122,03-Apr,0.369,Comedy
188742,empty_field,Being Hated,760wIhXPulWFv8c7GeApjB,31,0.805,0.526,276960,0.818,0,A,0.925,-13.307,Major,0.947,91.351,03-Apr,0.181,Comedy
35186,Doug Benson,T.A.S.E.R. (cooked),23t2WMVoYKR9XqLVsk6WAG,10,0.728,0.367,-1,0.959,0,C#,0.638,-4.872,Minor,0.942,69.381,04-Apr,0.25,Comedy
20974,George Carlin,"Fussy Eater, Pt. 1",5IG2UY0UDqs2c69NZWmYaA,13,0.808,0.432,-1,0.534,0,D#,0.567,-18.129,Minor,0.801,84.691,04-Apr,0.153,Comedy
43701,empty_field,Getting Old,0QorFiIXq63UHjwub6K8uF,19,0.898,0.611,-1,0.83,0,F,0.669,-5.521,Major,0.918,92.267,05-Apr,0.278,Comedy
118372,Cheech & Chong,The Bust,6byVrruF9GkqCbe00BJsZM,11,0.503,0.62,122600,0.045,0,C#,0.262,-26.211,Major,0.642,116.336,04-Apr,0.331,Comedy
39781,Andrew Dice Clay,Phone Sex - Live at The Madison Square Garden / 1990,1NaBa0dIa7Nb031z5dMPDD,16,0.821,0.529,139733,0.887,0,C,0.775,-10.523,Minor,0.898,93.447,03-Apr,0.474,Comedy
20334,Franco Escamilla,Ya Estoy Viejo,2fAlFaE0OCRtKXJHOqMzUA,36,0.939,0.447,486750,0.827,1.91E-05,D#,0.194,-9.846,Minor,0.941,89.495,04-Apr,0.193,Comedy
124877,empty_field,Restaurant Wars,6aCZ53ynXRRbeXWqf06Wzg,11,0.901,0.524,136972,0.549,0,A#,0.851,-11.752,Major,0.945,85.543,04-Apr,0.637,Comedy
80309,Eddie Griffin,Bruce Lee,3Lchk4Sg2rsZftO5LpDZwX,20,0.508,0.413,-1,0.873,0,F#,0.392,-5.975,Minor,0.812,84.977,04-Apr,0.154,Comedy
196076,Donald Glover,AIDS vs. Babies,7nXq1vaZiz7PdbfojpPjW5,27,0.851,0.486,341267,0.894,0,C#,0.891,-10.445,Major,0.928,88.562,04-Apr,0.396,Comedy
86916,Frank Caliendo,Arnold's Diversity,2OFwPQZYEaBug8ezanZpLs,9,0.717,0.61,88173,0.688,0,G,0.739,-11.198,Minor,0.952,72.826,03-Apr,0.486,Comedy
97251,empty_field,Going to Heaven (People That Pissed Me Off),1pKYYY0dkg23sQQXi0Q5zN,24,0.615,0.517,-1,0.609,0,G#,0.643,-16.887,Minor,0.945,80.359,04-Apr,0.341,Comedy
71935,George Carlin,Rich Guys in Hot Air Balloons,6zuQUtY40YRNZprLy96QGR,25,0.8,0.46,61667,0.92,0,F,0.859,-14.678,Major,0.944,?,03-Apr,0.105,Comedy
161987,empty_field,Dogs & Birds - Live At Dangerfield's/1989,7oWHSwL9592pL2nwdsOoP4,12,0.778,0.644,168867,0.321,0,A,0.727,-18.54,Minor,0.87,107.864,04-Apr,0.563,Comedy
54574,Bill Hicks,Confession Time (Cops),7lIi6IWC8IQFdkGilk6nCi,14,0.692,0.556,266000,0.925,0,A#,0.789,-8.354,Minor,0.911,125.137,03-Apr,0.242,Comedy
51816,empty_field,"Roadtrip / Thank You, Good Night",52G36DyYUiskqVkp9y2aOJ,36,0.893,0.563,526680,0.573,0,B,0.775,-16.73,Minor,0.946,?,04-Apr,0.458,Comedy
88609,George Carlin,First Announcements,2E6JwECgqCycmLijpYK7cA,14,0.765,0.704,94667,0.444,0,F,0.415,-14.181,Major,0.873,104.891,05-Apr,0.769,Comedy
129376,empty_field,Same Arguments,7xKjdvYaJ1tvwNXRTAZs78,22,0.763,0.612,-1,0.678,0,B,0.743,-7.996,Major,0.957,66.615,04-Apr,0.207,Comedy
188937,empty_field,K.C. Is The Garden of Eden,2oBL40FeRUOQ9JZSuTgL3Z,31,0.783,0.496,132351,0.869,0,C,0.706,-7.683,Major,0.883,81.941,03-Apr,0.312,Comedy
127891,Felipe Esparza,Blended Family,1yhiJxnv6BryMp1zVEQ9dQ,18,0.701,0.564,178073,0.324,0,E,0.687,-23.997,Minor,0.887,87.026,03-Apr,0.189,Comedy
153995,empty_field,Doctors,1hOWRzHEGr6ocFuqZl4vtr,37,0.916,0.656,207819,0.883,0,D#,0.896,-8.803,Major,0.938,?,04-Apr,0.0975,Comedy
47764,Moshe Kasher,Hell for Real,0StuQm8vYyMtyJicwk7Oeg,11,0.872,0.647,-1,0.597,0,G,0.492,-10.774,Major,0.94,88.04,04-Apr,0.92,Comedy
53144,Katt Williams,Stop Trippin,6RD9GItAGZ3gbUbx14okHF,30,0.782,0.653,155280,0.904,0,A,0.805,-12.741,Minor,0.92,90.105,03-Apr,0.379,Comedy
156496,Tommy Johnagin,Double entendre,1kI3iMryJ1H55oya8nmvGn,24,0.834,0.432,-1,0.915,0,C#,0.728,-8.275,Major,0.934,81.016,01-Apr,0.525,Comedy
136465,empty_field,He Had a Gun,61J8JTcTeAt5O5CYTWXtGE,19,0.834,0.321,85333,0.979,0,F#,0.571,-10.969,Major,0.882,91.918,01-Apr,0.0619,Comedy
197694,Robin Williams,I'm Popeye The Sailor Man,6pIkPj4S6RwrbwKKrl02S5,22,0.603,0.785,82227,0.588,0,F#,0.117,-6.69,Major,0.0374,?,04-Apr,0.98,Comedy
98503,Bret Ernst,Don't Embarrass Me,1vVm7i0MsbvRSGaX9SkyP0,13,0.807,0.664,82213,0.551,0,E,0.528,-9.076,Minor,0.865,92.548,04-Apr,0.562,Comedy
154341,empty_field,Mentos,0GRvnYqlnh7ttq9NS6s3Ta,32,0.846,0.639,43427,0.524,0,G#,0.884,-15.738,Major,0.937,?,03-Apr,0.888,Comedy
193965,Tim Wilson,That Wuttin' A Marlboro,3l9eg9RtisizG12a1D6nZl,17,0.489,0.682,-1,0.674,0,D,0.0979,-5.919,Major,0.142,136.207,04-Apr,0.88,Comedy
195578,Brad Williams,Polite Society,26qBE923Z3qvCMDKTMEt3z,11,0.84,0.488,207453,0.107,1.29E-06,G,0.115,-12.097,Major,0.0382,83.08,04-Apr,0.296,Comedy
210376,Andrew Dice Clay,A Vibrant Beautiful Woman - Live at Rascals Comedy Club (NJ) / 1990,1PVza5KmhSJhz12OewWciE,10,0.732,0.6,35960,0.564,0,G#,0.853,-15.761,Major,0.892,51.05,03-Apr,0.785,Comedy
215212,George Lopez,Baby Proofing,4MM5tKclNp9Ik11EgVnHfX,24,0.889,0.343,181400,0.995,0.000218,D,0.872,-6.661,Major,0.923,89.826,03-Apr,0.0301,Comedy
162271,empty_field,Chanukah Song - The Part II Live,6HuzSP4QnbA3YixSgHG7IJ,25,0.15,0.349,238980,0.762,0,A,0.92,-8.34,Major,0.143,154.748,04-Apr,0.35,Comedy
74367,Adam Sandler,Long Ago,15ILv1t2MnijZHzwyLF7Dj,23,0.801,0.388,132267,0.353,0,D,0.404,-7.847,Minor,0.031,107.892,03-Apr,0.305,Comedy
211805,Marc Maron,"Out Technologized, Over Informatised, Time Vats",3333YXdcyths5CB8v28dZj,16,0.658,0.553,122717,0.932,0,F#,0.952,-6.036,Major,0.556,95.515,03-Apr,0.724,Comedy
58930,Darryl Lenox,Religion,7vNq9awmDqVRUhA0HW1OaL,15,0.913,0.537,110117,0.845,0,F,0.927,-9.266,Major,0.862,121.415,03-Apr,0.64,Comedy
182043,Robin Williams,Christopher,3OG5wVO27N3HtdtxPLpPFt,25,0.878,0.488,231265,0.476,0,A,0.976,-20.954,Major,0.953,?,04-Apr,0.152,Comedy
73406,Demetri Martin,Death,2hto0VTFNXkuyVwNmLGumN,40,0.896,0.47,329187,0.929,0.00058,C#,0.875,-9.497,Major,0.94,88.533,03-Apr,0.271,Comedy
147512,Katt Williams,Poor Little Tink Tink,6eJszgeRyg6D1n0kCvVbF0,27,0.648,0.664,-1,0.398,0,E,0.857,-24.543,Major,0.907,108.835,04-Apr,0.472,Comedy
45599,empty_field,First Impressions,0Vt1GB1sfaRQaHyP3VXJDl,17,0.664,0.591,465312,0.334,0,C#,0.697,-28.138,Major,0.941,105.143,03-Apr,0.409,Comedy
180768,Richard Pryor,Southern Hospitality - Remastered,46WIf1TzfOl4jfaWbGn9QT,22,0.7,0.536,97973,0.958,0,B,0.975,-12.318,Major,0.939,66.009,03-Apr,0.108,Comedy
214396,George Carlin,Tv Tonight,1gCE4LxErCB25MSERdLCZX,25,0.77,0.474,233733,0.878,0,F#,0.928,-11.186,Major,0.943,?,05-Apr,0.405,Comedy
142339,Pete Holmes,Enrique,3SiNltrEaZFHqdI51m9T41,29,0.82,0.25,364041,0.987,0,D,0.925,-8.588,Major,0.76,82.32,04-Apr,0.169,Comedy
114848,Comedian Bob Marley,The Porkth of July,0sN4ERM2Q2UBKyePqfcgv9,16,0.835,0.671,55227,0.842,0,A,0.735,-7.08,Major,0.802,95.983,03-Apr,0.654,Comedy
86182,Robert Schimmel,The Gym - Spoken Word,1SDl9wY1MqbpJQW0yKEWxL,10,0.663,0.496,-1,0.74,0,G,0.844,-14.016,Major,0.919,107.718,04-Apr,0.32,Comedy
133991,empty_field,Fetus Among Us,2wfx8zJPE7H6ik8MXsmFdb,10,0.889,0.532,89761,0.855,0,C#,0.787,-5.462,Major,0.783,111.835,03-Apr,0.495,Comedy
63366,Dana Gould,A Great Thing Not to Do,52y59AQ0HkwcxSnYrfnv5Q,11,0.635,0.678,118373,0.58,0,C,0.819,-11.159,Major,0.951,93.282,04-Apr,0.607,Comedy
183918,Comedian Bob Marley,Cliff Diving,6i4Qi1mJxXjqNIL9HfJhRs,14,0.866,0.715,111400,0.397,0,G,0.333,-13.662,Major,0.935,84.51,05-Apr,0.692,Comedy
50196,Alonzo Bodden,He Had Me at Black,2nIulsLMiP2SMTDrtxfQXX,17,0.818,0.652,111840,0.812,0,F#,0.67,-6.021,Minor,0.897,117.065,05-Apr,0.38,Comedy
131447,empty_field,Los Aviones - En Vivo,7Br8VQqZs2KJESjzCTfezZ,29,0.941,0.363,578457,0.99,1.26E-05,C#,0.875,-0.255,Major,0.931,64.497,03-Apr,0.311,Comedy
74698,Katt Williams,Drinking With White People,6XHikJpK06NoXaFwkH4tPL,23,0.749,0.622,293593,0.759,0,B,0.925,-12.542,Minor,0.944,?,04-Apr,0.327,Comedy
32840,Adam Sandler,Assistant Principal's Big Day,65lIGCfW59BxcEJnnIOCq3,25,0.903,0.656,141707,0.4,0,F,0.804,-18.323,Minor,0.756,115.778,01-Apr,0.746,Comedy
35765,Orny Adams,My Hair,1um6yu1bhUfm3XEjSa8uc3,11,0.811,0.557,162800,0.885,0,G#,0.98,-12.794,Minor,0.892,89.033,04-Apr,0.334,Comedy
22864,Hasan Minhaj,Ethnic Food,1mB1N8BVAN3BeyOes2uj1E,13,0.712,0.6,-1,0.723,0,B,0.678,-10.13,Minor,0.956,79.707,04-Apr,0.171,Comedy
21720,Mo Mandel,My Body Is Gross,75wp7raoT2MmZsc3w7Cfax,11,0.8,0.442,284800,0.899,0,D,0.893,-7.171,Major,0.918,?,03-Apr,0.4,Comedy
61835,Artie Lange,When Is Someone Gonna Sue Jay-Z?,0Dwv3R9qGAfZOpS6ykFxct,18,0.8,0.492,216413,0.882,0,F#,0.96,-4.665,Minor,0.893,77.862,03-Apr,0.491,Comedy
204832,Adam Ferrara,My Mother Is Tough,5nw7uaYwtbtniwauFAEx1J,20,0.688,0.368,227841,0.975,0,F,0.969,-8.448,Minor,0.879,89.451,04-Apr,0.174,Comedy
107506,empty_field,Sam opens the show with some relatable humor,6Z3OvmktGbAy68xUZtKN77,23,0.874,0.492,326310,0.911,4.09E-06,D,0.779,-12.474,Major,0.892,103.617,03-Apr,0.144,Comedy
56242,Tommy Johnagin,Clowning about kissing,70khXICDeTTxgYtw3EysKH,25,0.832,0.47,266613,0.843,0,G#,0.932,-7.297,Major,0.946,59.729,04-Apr,0.636,Comedy
207031,Craig Ferguson,Aura Massages,0YDhAzDiTMMe2oDMLJw8Im,19,0.877,0.518,322560,0.936,0,D,0.777,-4.158,Major,0.949,57.365,04-Apr,0.383,Comedy
153476,empty_field,FTP,1VGE61namxlibZqTwxTSd7,29,0.883,0.433,-1,0.979,2.17E-06,F#,0.893,-5.951,Minor,0.941,69.651,04-Apr,0.152,Comedy
96158,Jim Norton,Strap-Ons,630Ug0XtmhhFvAKo0PNuEI,22,0.838,0.43,208567,0.676,0,G#,0.315,-15.682,Major,0.94,72.919,04-Apr,0.248,Comedy
38828,Ralphie May,Stupid Questions,0AIL1m3mlMi98wKOaJ7uoG,22,0.848,0.51,-1,0.488,0,D,0.899,-17.322,Major,0.918,85.786,04-Apr,0.137,Comedy
34682,Tim Wilson,But I Could Be Wrong,7BeOzMA5ym5UgFHHclLNhe,21,0.603,0.523,176747,0.841,3.16E-06,E,0.569,-3.595,Major,0.203,164.13,04-Apr,0.658,Comedy
126649,T.J. Miller,"Episode 4 ""Forced Physical Comedy""",331pgaMKkiSrl4QjP4DRjg,21,0.829,0.531,238100,0.76,0,A#,0.848,-8.426,Minor,0.939,78.912,04-Apr,0.412,Comedy
93584,empty_field,Atlanta,5wKdF1lpNY75uA1uTQof55,19,0.762,0.565,379133,0.865,0,E,0.967,-7.871,Major,0.907,74.727,04-Apr,0.162,Comedy
162410,Alan Saldaña,Avengers Infinity War,4uwZKQ2lxIJDYgY2MbKoNX,18,0.923,0.515,242184,0.634,0,A,0.749,-11.927,Major,0.952,79.518,04-Apr,0.518,Comedy
23030,Kevin Nealon,Building Tunnels,2Te0LVuFPBcFCt72rJtZ1d,13,0.772,0.55,103653,0.938,0,B,0.768,-5.669,Minor,0.945,172.604,04-Apr,0.632,Comedy
202299,Greg Behrendt,Chicken Situation,5jzkifjzkhppkuzggI2ZeL,10,0.697,0.559,90720,0.736,0,F,0.868,-8.081,Minor,0.871,88.414,03-Apr,0.696,Comedy
35616,Comedian Bob Marley,Dangerous Vacation (Pack the Trunk!),4iET2VSSZ60K8S77FQRPGS,12,0.911,0.655,51720,0.707,0,C#,0.915,-8.753,Major,0.737,74.763,04-Apr,0.682,Comedy
87216,Iliza Shlesinger,Eat What You Want,47iWAESq90vUl0VVPx4xLX,25,0.841,0.656,230006,0.949,0,B,0.788,-6.493,Minor,0.934,108.688,03-Apr,0.248,Comedy
22554,Hannibal Buress,Weed and Things,4AcLEMpXmqWJwdVU1bRd5W,32,0.909,0.556,188119,0.751,0,G,0.785,-9.023,Minor,0.944,?,04-Apr,0.243,Comedy
134177,empty_field,"Genie, Prison, Sheep",5qQRvqCXuO3uZTazifcGvO,16,0.852,0.441,173880,0.692,0,E,0.941,-12.993,Major,0.416,102.194,03-Apr,0.903,Comedy
31765,Maria Bamford,New Building,6lu3vUZgSvPHngIYl3anZ4,23,0.794,0.519,121480,0.897,0,G#,0.704,-8.619,Major,0.926,115.109,04-Apr,0.41,Comedy
25971,Mike Birbiglia,Catholic School Sunglasses,6o3x0u256KvwKISmsgGEDA,30,0.874,0.582,210173,0.82,0,C#,0.912,-7.682,Major,0.946,90.819,04-Apr,0.408,Comedy
70047,Chris Rock,Tip Your Hat To Whitey (Mars),5cTGvIGUsQg9e3QGtQsGcE,20,0.702,0.725,87480,0.492,0,D,0.822,-13.61,Major,0.92,117.996,01-Apr,0.711,Comedy
200536,Danny Bhoy,Melbourne,36r4cTfmjVo5JYqNBIcjk6,17,0.656,0.537,117632,0.421,0,C#,0.98,-27.292,Major,0.941,73.961,03-Apr,0.107,Comedy
145099,empty_field,And Twins,5yrXolC7Un3peiFxwqbucn,10,0.81,0.599,229297,0.813,0,D,0.818,-8.013,Major,0.938,133.305,04-Apr,0.636,Comedy
124302,empty_field,House Guest,10zlwR7kvVbD9OBkeZWr3L,35,0.818,0.581,114133,0.911,0,C#,0.759,-7.991,Major,0.938,134.544,05-Apr,0.245,Comedy
80063,Henry Cho,Korea: It's Like A Different Country,5UEcZXaXRsupDBUfWuMnra,23,0.855,0.517,158573,0.746,3.03E-06,D,0.752,-16.824,Major,0.863,?,04-Apr,0.0369,Comedy
158483,Harland Williams,Eating,1nSWQ5Y7OcuGiWGdA1UYlr,11,0.763,0.542,206427,0.659,0,A#,0.907,-9.204,Major,0.943,84.608,04-Apr,0.534,Comedy
22828,empty_field,It's Spaghetti Time!,50Hv5NZIM0puIUoBttjpfb,21,0.841,0.54,156040,0.793,0,F#,0.685,-6.016,Major,0.925,64.41,03-Apr,0.503,Comedy
39441,The Jerky Boys,Special Delivery,13U48U3VZb2iufNNvSTZLs,13,0.932,0.718,71573,0.277,0,C#,0.641,-9.337,Major,0.936,109.716,05-Apr,0.377,Comedy
167569,empty_field,Murder She Wrote,1fYlCH4rNbBkrgUYdBwy81,17,0.96,0.619,267380,0.211,0,A#,0.452,-18.655,Minor,0.944,82.24,04-Apr,0.456,Comedy
172700,Adam Ferrara,Organic Dawgala,6J1LxHWM4J6J3ZHiTiLO36,18,0.717,0.429,310954,0.943,0,F#,0.831,-9.039,Major,0.884,138.763,05-Apr,0.335,Comedy
30153,empty_field,My Notebook,10pTcPMZEXcBJTGgsytUIy,13,0.831,0.473,40078,0.821,0,G#,0.662,-6.306,Major,0.566,82.65,04-Apr,0.859,Comedy
26347,Bill Engvall,Pick My Nose,58E1XVmZTODC67YNjneuXM,31,0.772,0.648,366533,0.801,0,F#,0.925,-10.038,Major,0.93,129.732,04-Apr,0.39,Comedy
196745,Josh Sneed,Farting On Jessica Simpson,0aLmHIxgbadE8klBz6Sizm,13,0.79,0.54,333240,0.581,0,G#,0.945,-10.295,Major,0.948,73.515,03-Apr,0.449,Comedy
178299,empty_field,O.C.D. Scumbags,2mAwzsjGmzF60f7g06sDUf,21,0.729,0.544,157960,0.782,0,C,0.828,-14.901,Major,0.935,87.856,03-Apr,0.282,Comedy
60970,Maria Bamford,Soundscapes,5omLyAh2r85tWTgAGcgvtp,20,0.851,0.548,-1,0.699,5.55E-05,D,0.83,-10.009,Major,0.939,75.954,03-Apr,0.303,Comedy
31434,Bill Squire,Awkward Hook Ups,4P9rRQhNGYtGTdYfa9Hxgq,12,0.774,0.676,113964,0.206,0,E,0.594,-17.409,Minor,0.943,66.472,05-Apr,0.443,Comedy
154521,Mike Birbiglia,Pachoo!,1a3X8Y882vwSnlnHqf9ztF,29,0.905,0.552,-1,0.824,0,C#,0.846,-7.569,Minor,0.95,?,04-Apr,0.284,Comedy
131681,Stephen Lynch,Love Song,5LtZz2p1JE3HCnGwRVWSpG,30,0.844,0.435,83333,0.297,0.0477,B,0.79,-19.122,Major,0.552,?,03-Apr,0.612,Comedy
39416,Monty Python,Medical Love Song,7AimHQrOUoUTYbVX87D3Zl,25,0.588,0.491,214427,0.479,0,D,0.0691,-12.992,Major,0.0525,136.735,04-Apr,0.685,Comedy
187566,empty_field,Craig,74alBkL6JaxDicd8W9ZpHl,40,0.582,0.444,213573,0.611,1.35E-05,C,0.673,-6.652,Major,0.0617,139.308,04-Apr,0.278,Comedy
21359,Todd Barry,Condom,7DYouezUJUpPLnOmdrelpf,18,0.831,0.633,66653,0.559,0,C,0.891,-13.992,Major,0.953,59.94,04-Apr,0.617,Comedy
35790,Jim Breuer,Baboon Attack,6oAsS6P9QAcSJlzcbBhwqB,21,0.856,0.455,329371,0.65,0,G#,0.772,-15.703,Major,0.942,58.552,05-Apr,0.306,Comedy
71651,Lewis Black,The Media,7eodMPQnGIs8yIjA8JkL4G,31,0.759,0.555,-1,0.464,0,B,0.972,-16.368,Minor,0.95,180.202,04-Apr,0.236,Comedy
195545,Demetri Martin,Yep,2a8v9MhXxvJZ09vZGEEEdS,51,0.9,0.461,-1,0.912,0.000121,F#,0.808,-9.078,Major,0.947,69.92,04-Apr,0.208,Comedy
167010,John Pinette,The Great Meat Recall,45Yd7s3jhypgT8AUSLzj9D,23,0.842,0.616,143373,0.567,0,C#,0.791,-16.712,Major,0.948,73.937,03-Apr,0.383,Comedy
184385,Doug Benson,Dumb Things,4STFswTavHrLR7BGEfSmyT,16,0.834,0.385,129893,0.975,0,G#,0.902,-5.009,Major,0.947,73.266,05-Apr,0.228,Comedy
143640,Gary Gulman,Milkman,7l0ZtXbl2aTvpHuynmiurl,25,0.685,0.551,146987,0.935,0,D,0.977,-6.409,Major,0.734,105.966,05-Apr,0.585,Comedy
23716,Steven Wright,Quote,0IzR5fjY9gSy3nWxXosrQc,37,0.877,0.376,296520,0.994,0,E,0.711,-7.802,Minor,0.897,132.643,04-Apr,0.0312,Comedy
101906,Paul Mooney,White Fright,5oJrV0mGkw9dilk96X3W0c,13,0.849,0.597,59040,0.67,0,A,0.76,-17.282,Major,0.921,?,03-Apr,0.62,Comedy
121618,empty_field,Incentive-Based Eugenics,0RTf3wv05HUOcnd7D0jgKl,23,0.871,0.652,-1,0.71,0,G#,0.67,-5.517,Minor,0.895,?,05-Apr,0.761,Comedy
31669,John Pinette,Waterparks,1KYD72wtZ4o6wZkxZ0MSPg,29,0.868,0.387,265613,0.907,0,D#,0.974,-18.998,Minor,0.911,71.35,04-Apr,0.082,Comedy
38491,Adam Sandler,The Chanukah Song Part 3 - Radio Version,0WQb2FxX0NPjFKyFeXGPD4,23,0.684,0.326,258000,0.784,0,A,0.327,-6.6,Major,0.405,168.949,04-Apr,0.276,Comedy
65509,Steve Martin,Always Will,72c6DFgLx4VQIltdHDDmRc,20,0.662,0.491,145347,0.264,2.81E-06,C,0.0921,-10.473,Major,0.0302,?,03-Apr,0.254,Comedy
179504,Steve Byrne,Magical Sex,7hC40QZ3ZmTFjJbyi6jfLm,13,0.465,0.435,787520,0.706,0.000195,D,0.516,-13.799,Major,0.661,142.012,04-Apr,0.22,Comedy
55302,Cheech & Chong,Up In Smoke 2018,0vsRt9W2VisbZW6mqqjbp8,18,0.117,0.523,237040,0.493,5.88E-05,A,0.103,-9.218,Major,0.0355,99.048,04-Apr,0.478,Comedy
120491,Aziz Ansari,Marriage is an Insane Proposal,1lB2kyB5h9ceZ388GBfC9L,42,0.827,0.6,105752,0.967,0,C#,0.697,-4.448,Major,0.819,116.528,04-Apr,0.343,Comedy
187946,Ryan Sickler,My Finances,77IVBfVH5nt99MLVLJwyQM,11,0.823,0.507,55489,0.936,0,F,0.864,-6.282,Major,0.833,71.596,03-Apr,0.652,Comedy
52553,Jim Tews,Cats Need Water,1vMM8ZJL9T2XHSwo7V5aL5,13,0.895,0.598,172619,0.446,0,C#,0.746,-12.145,Major,0.944,165.849,03-Apr,0.754,Comedy
185651,Craig Ferguson,British Accented Romans,141mhjo6blKg3V0sKGJXg4,20,0.876,0.605,181333,0.987,0,F,0.966,-3.202,Major,0.931,71.908,04-Apr,0.289,Comedy
150739,empty_field,She Knows Nothing About My Penis,3jRpTMcx4YpA7aPqgBGELK,11,0.706,0.396,294080,0.975,0,D#,0.71,-4.184,Minor,0.87,67.51,04-Apr,0.54,Comedy
