instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
138802,Giacomo Puccini,Gianni Schicchi: Ecco la cappellina!,0vDBNWI0uXf7dNkiiX2P5z,12,0.971,0.338,203175,0.0851,4.38E-05,F,0.303,-25.84,Major,0.0729,86.552,03-Apr,0.0894,Opera
41755,empty_field,O Salutaris Hostia,4On5fc0VFSsmXGe9x7BftT,11,0.992,0.171,-1,0.104,0.0523,F#,0.118,-26.282,Minor,0.0469,142.894,05-Apr,0.0384,Opera
56033,Adolphe Adam,No. 8 Pas de Deux (Giselle & Albrecht),4XUDJDLrfHt0KlPWJa27OS,15,0.979,0.431,125706,0.00585,0.0123,G#,0.0969,-28.477,Major,0.0372,129.751,04-Apr,0.196,Opera
65863,Gioachino Rossini,Il barbiere di Siviglia: All'idea di quel metallo (Live),5kTBiVnjq9xKmZL9dNs8zL,11,0.941,0.441,496787,0.169,1.48E-06,G,0.676,-21.429,Major,0.108,136.491,04-Apr,0.302,Opera
86624,Giacomo Puccini,"La Bohème, Act I: Ho ghiacciate le dita (Marcello, Rodolfo, Colline)",4sqZAKBTC4a2x1Ivil7h36,15,0.98,0.334,229200,0.221,0.00399,B,0.122,-17.479,Major,0.0963,?,04-Apr,0.244,Opera
39668,empty_field,"Massenet: La Vierge, Part 4: Le dernier sommeil de la Vierge (Last Sleep of the Virgin)",2CpIDL31uBctF5kSh1DvNe,10,0.977,0.153,-1,0.059,0.78,G,0.0848,-27.427,Major,0.0424,94.67,03-Apr,0.069,Opera
20860,Giuseppe Verdi,"Rigoletto, Act I: Giovanna, ho dei rimorsi",3ghXwIS6cr3P5InauKlqFy,11,0.942,0.326,-1,0.128,0,D,0.148,-17.784,Major,0.0666,71.223,03-Apr,0.134,Opera
91508,Jules Massenet,"Werther / Act 3: ""Va! Laisse couler mes larmes""",4XP4FH4AJi68w9bUW6ndOu,13,0.99,0.172,-1,0.0529,0.0605,G,0.0861,-23.845,Minor,0.048,86.292,04-Apr,0.0345,Opera
201473,empty_field,"Faust, CG 4, Act II: Act II: Le veau d'or est toujours debout (Mephistopheles, Chorus)",1k9RH6F1RuWSeP5Nw4PMJN,8,0.984,0.561,-1,0.459,0.000486,C,0.676,-17.611,Minor,0.515,112.164,04-Apr,0.383,Opera
181157,Giuseppe Verdi,"Macbeth, Act II: Si colmi il calice (Live)",1LJdXxqYLqC1hP7dqawFBS,0,0.919,0.477,119800,0.169,0,A#,0.139,-18.076,Major,0.129,?,04-Apr,0.419,Opera
64036,Tullio Serafin,La Wally (1997 Digital Remaster): Ebben?...Ne andrò lontana,0R7PBooCMiE4gJlE8pEpi6,10,0.98,0.151,294973,0.104,0.065,E,0.243,-15.048,Major,0.0435,80.826,04-Apr,0.0381,Opera
54750,Gioachino Rossini,"La Cenerentola / Act 2: Ah, signor, s'è ver che in petto",3HeGmDq62kDDsJT5q7qyDS,11,0.98,0.34,322533,0.258,0.00124,A#,0.0598,-17.113,Major,0.139,77.273,04-Apr,0.223,Opera
198403,Gaetano Donizetti,"Lucia di Lammermoor: ""Spargi d'amaro pianto"" (Alastair Miles, Anthony Michaels-Moore, Coro, Andrea Rost)",5KaEIEmNRXDUEkshfwdUvc,6,0.914,0.377,-1,0.15,5.58E-05,F,0.658,-16.882,Major,0.0769,?,03-Apr,0.0809,Opera
188236,Jacques Offenbach,Gaîté parisienne : Polka,1x2l87hu1rrlS7xCBEy6Nk,8,0.899,0.473,78840,0.112,0.0699,F,0.273,-21.56,Minor,0.0477,166.956,04-Apr,0.494,Opera
205341,Richard Wagner,"Die Walkure, WWV 86B: Act I: Kuhlende Labung gab mir der Quell (Siegmund, Sieglinde)",2SYvX2G6D5SD6BpijIOBpG,6,0.954,0.238,308707,0.201,8.63E-05,F,0.258,-16.104,Major,0.0384,102.028,03-Apr,0.114,Opera
189318,Luciano Pavarotti,La strada del bosco,33EkERURm0CQE5imnxBY3k,10,0.962,0.283,208200,0.307,8.81E-06,D,0.348,-13.776,Major,0.0466,?,03-Apr,0.298,Opera
213356,Antonio Caldara,Come raggio di sol,2d0vfUmGzDVEZtEWvPkqPo,13,0.986,0.156,162400,0.152,0.0287,C,0.167,-18.955,Minor,0.0433,84.842,04-Apr,0.0384,Opera
143859,Gioachino Rossini,Overture Matilde di Shabran,1tiRYDcaGpY00I903sN6bu,13,0.741,0.331,594040,0.17,0.619,A,0.11,-19.876,Major,0.0545,141.924,04-Apr,0.158,Opera
188341,Georges Bizet,"Les pêcheurs de perles: Je crois entendre encore, caché sous les palmiers",7qCAVkHWZkF44OzOUKf8Cr,11,0.831,0.121,240560,0.191,0.697,A,0.122,-19.706,Minor,0.0356,93.266,04-Apr,0.0383,Opera
117810,Richard Wagner,"Die Walküre, WWV 86B, Act I (Highlights): Entzückend Bangen zehrt mein Herz",6P1BSX5TK3V4o3HeP4Fk0p,23,0.95,0.277,261893,0.166,0.00112,C,0.153,-19.753,Major,0.041,86.45,04-Apr,0.08,Opera
37368,empty_field,"12 Trio Sonatas, Op. 1, Sonata XII in B-Flat Major, Tal M I, 12: I. Grave, adagio",3OZbFDjb8PcmW3WUfZGv9L,9,0.954,0.168,-1,0.0521,0.00251,A#,0.118,-19.563,Major,0.0387,82.182,04-Apr,0.143,Opera
139293,Georges Bizet,Carmen Suite No. 1: Prélude. Andante moderato (Prelude to Act I),4x7MtLQahQnGNt75jWt752,18,0.91,0.154,72813,0.242,0.899,A#,0.101,-14.544,Major,0.0324,?,04-Apr,0.0759,Opera
202777,Florilegium,Concerto In G Major RV 101,577M06tqh2BwsT1qqZOBM1,16,0.988,0.455,255560,0.0626,0.464,C#,0.133,-22.389,Major,0.0461,125.619,04-Apr,0.533,Opera
88204,empty_field,"Tosca / Act 1: ""Ah! Finalmente!""",5PaQkcDTFaIpxhCq2HMbN2,8,0.95,0.239,140267,0.104,0.398,D,0.3,-20.825,Minor,0.0447,90.859,04-Apr,0.038,Opera
191901,Richard Wagner,"Das Rheingold, WWV 86A, Scene 1 (Highlights): Weia! Waga! Woge, du Welle!",3h5bLveJTRUPSzvNqAy2hS,28,0.863,0.397,89373,0.212,1.40E-05,C,0.131,-24.143,Major,0.039,92.53,04-Apr,0.118,Opera
150177,Gaetano Donizetti,"La fille du régiment / Act 1: ""Ah! mes amis, quel jour de fête!""",53BZ6XygAoubR5DU5w38Vq,45,0.978,0.443,103867,0.308,0.00312,D#,0.198,-14.819,Major,0.0858,85.464,04-Apr,0.502,Opera
205991,Felicity Lott,"Allerseelen No. 8, Op. 10",5mKB2ImeCdfKrJcqVm1jtA,5,0.99,0.355,211693,0.0643,7.99E-05,D#,0.117,-21.049,Major,0.0522,34.308,04-Apr,0.0367,Opera
30057,Andreas Scholl,Quando Corpus,77VoVeeYoVio9EFeaJo7Sd,23,0.993,0.219,177834,0.0606,0.076,D,0.186,-17.95,Minor,0.04,?,03-Apr,0.0742,Opera
180838,Anna Moffo,Verdi: La Traviata: Noi siamo zingarelle - Act Two,1LC2Hcgf2RgEbxPHNTnzaC,4,0.959,0.6,-1,0.278,0.000609,E,0.604,-12.556,Major,0.0742,?,04-Apr,0.5,Opera
23834,empty_field,La gazza ladra: Vieni fra queste braccia,5ELZpvTDGorz9BIE9zaBoZ,6,0.976,0.413,-1,0.229,0.00995,D,0.0683,-17.208,Major,0.0469,122.314,04-Apr,0.3,Opera
204787,Giuseppe Verdi,Rigoletto: Prelude,70mbTp5eRiQ6tfRp9ucETi,23,0.97,0.254,126947,0.0532,0.828,G,0.104,-21.944,Major,0.0337,68.239,04-Apr,0.0338,Opera
180017,empty_field,"Don Carlo - 1886 Modena version / Act 4: ""O don fatale""",3mAZgCQgEEjvlojjbjy7up,18,0.967,0.213,283493,0.125,0.00061,G#,0.173,-16.651,Major,0.0615,177.051,01-Apr,0.045,Opera
135957,Giuseppe Verdi,"Verdi: Il trovatore, Act 1 Scene 2: ""Tacea la notte placida"" (Leonora, Ines)",3X414ZlCf5U7pcpIaIcUkT,7,0.983,0.198,203933,0.0482,0.00195,D#,0.0752,-19.738,Major,0.0458,166.347,03-Apr,0.0484,Opera
162445,empty_field,Petite Symphonie: I. Adagio - Allegretto,0LE0OnLC3t9YlyzHoFmKqu,7,0.995,0.331,-1,0.0599,0.897,F,0.13,-25.261,Major,0.036,132.351,04-Apr,0.19,Opera
104518,Engelbert Humperdinck,"Hänsel und Gretel, EHWV 93.3, Act I: Vorspiel (Live)",6zeDYmP3ARpURvpK29Q09P,9,0.933,0.101,491213,0.0546,0.903,C,0.0939,-25.857,Major,0.0353,83.896,03-Apr,0.0439,Opera
111185,empty_field,"Die Walküre, WWV 86B, Act III (Highlights): Zu uns floh die Verfolgte",7GKABAst46Jhl8nWyYaDTt,20,0.922,0.308,75053,0.405,1.09E-05,A,0.107,-15.24,Minor,0.0557,99.794,03-Apr,0.0711,Opera
186754,Johann Adolf Hasse,Toccata & Fugue in G Minor: I. Toccata,5ztPU1zgUniWfJ7Uhhcym5,0,0.962,0.257,-1,0.434,0.778,F#,0.0668,-12.8,Minor,0.0345,118.008,04-Apr,0.542,Opera
154234,Karina Gauvin,Menuet BWV Anh 121 (J.S. Bach),1olRCCqs3T72iRbCFCmRov,10,0.863,0.397,74240,0.049,0.00253,B,0.058,-37.31,Minor,0.045,132.873,03-Apr,0.717,Opera
168365,empty_field,"Norma / Act 1: Eccola! va, mi lascia, ragion non odo",0fZdccDUvNmR2GCUuVvR26,10,0.974,0.483,84800,0.137,0,F,0.291,-19.313,Major,0.109,131.818,04-Apr,0.338,Opera
26871,Dame Joan Sutherland,Handel: Rodelinda: Mio caro bene,5lGTCv4PiLcEdyesQqcvkY,11,0.97,0.442,277573,0.256,0.00422,G,0.69,-13.017,Major,0.0507,109.089,04-Apr,0.417,Opera
140643,Florilegium,In Hac Mensa Novi Regis,4ZXfOf3algtK5VfCzcyvSi,12,0.987,0.277,440760,0.0878,0.00102,F#,0.0945,-20.41,Major,0.0677,169.744,03-Apr,0.282,Opera
29104,Georges Bizet,"Carmen, WD 31 / Act 1: Entr'acte",6OtjKr7zn85Krff67wJuxJ,8,0.96,0.602,-1,0.0252,0.478,G,0.0624,-32.587,Major,0.0506,110.408,04-Apr,0.397,Opera
189723,Anna Netrebko,"Fünf Lieder, Op.41, TrV 195: 1. Wiegenlied",0hhdl5N9Mu6t9ayXITM8L8,14,0.992,0.19,258107,0.0386,0.0065,D,0.108,-23,Major,0.0474,82.696,03-Apr,0.0606,Opera
41207,Gioachino Rossini,"William Tell - Edition by: Fondazione Rossini, in coop. with G. Ricordi & Cie/ Ed. by M.E.C. Bartlet/Reconstr. of the Italian: P. Cattelan: Overture - Finale",6X6qsmKcsMk2VAMT2BS5Yy,3,0.938,0.291,193133,0.471,0.903,E,0.158,-12.961,Major,0.0361,165.584,04-Apr,0.608,Opera
27593,Vincenzo Righini,Oboe Concerto in C Major: Idomeneus Concerto,4jD8NK5zYi5ejf3krMkYfP,10,0.971,0.309,228867,0.0148,0.843,C,0.123,-28.669,Major,0.0475,139.809,04-Apr,0.475,Opera
97300,empty_field,"Rinaldo, HWV 7a, Act II (Ed. G. Sechi): Già sento che al core [Live]",6LQcvI4mUM0o3exRVzVKAh,6,0.984,0.397,209749,0.0707,0,E,0.146,-16.906,Major,0.112,80.365,04-Apr,0.317,Opera
195107,Giuseppe Verdi,La traviata: Act II: Noi siamo zingarelle,1diH47vlrWIEwlpS0pXXkE,8,0.956,0.446,164867,0.0719,0,E,0.423,-26.679,Major,0.0482,63.368,04-Apr,0.451,Opera
30656,Gaetano Donizetti,"Don Pasquale / Act 1: ""Quel guardo il cavaliere""",6cbVp9abjjESjHgqjM1bWm,7,0.972,0.385,344493,0.0917,0.00165,A#,0.106,-20.037,Major,0.064,91.003,04-Apr,0.0648,Opera
100402,empty_field,"Les pêcheurs de perles, WD 13, Act I: Au fond du temple saint",0WNGPpmWqzPnk0psUhJ3SX,17,0.964,0.203,447106,0.13,8.29E-05,A#,0.0972,-24.549,Major,0.0565,65.826,04-Apr,0.124,Opera
91112,"Orchestra Del Teatro Alla Scala, Milano","Tosca (2002 Digital Remaster), Act III: Senti, l'ora è vicina (Tosca)",2W4yTO3qHdqyvbz2UxfIPh,15,0.985,0.432,90533,0.0597,0,E,0.168,-19.897,Major,0.0521,120.64,05-Apr,0.163,Opera
59105,Georges Bizet,Carmen Suite No. 2 (Arr. E. Guiraud): V. La garde montante,1T3tP6HvCgDF8ewpRqwM1e,12,0.886,0.634,219613,0.0677,0.71,D,0.122,-29.199,Minor,0.0454,121.113,04-Apr,0.154,Opera
63035,Léo Delibes,"Lakmé / Act 1: Viens, Mallika, ... Dôme épais (Flower Duet)",4j8SIEQwxT7I4o6quMIpaa,35,0.973,0.227,403333,0.152,0.000117,B,0.899,-20.499,Major,0.0699,85.377,04-Apr,0.0395,Opera
168325,Barbara Hendricks,"Take My Hand, Precious Lord",5w4MaPqhmDxhk7B2jygb16,5,0.983,0.22,196947,0.163,0.0163,A,0.0948,-16.345,Major,0.0415,81.498,03-Apr,0.0682,Opera
21511,Giacomo Puccini,"Manon Lescaut : ""Ah! Non v'avvicinate!...No! no! Pazzo son!""",4T9Jpft8jvZAP57aE3VdCt,12,0.954,0.294,-1,0.313,0.00179,E,0.146,-14.066,Minor,0.0406,90.478,03-Apr,0.304,Opera
217590,Giacomo Puccini,"Tosca, Act I: Act I: E' buona la mia Tosca (Cavaradossi)",6E1ZonB1Fosz99Rg0tUBTi,9,0.953,0.339,217440,0.284,0.174,C,0.29,-19.579,Minor,0.0724,?,05-Apr,0.148,Opera
117770,empty_field,"The Barber of Seville, Act I Scene 2: Ah, disgraziato Figaro! (Bartolo, Rosina, Berta, Ambrogio)",3jjQHULAVn71k40mKwGMiV,12,0.939,0.562,109040,0.189,0,F,0.14,-25.027,Major,0.537,112.365,04-Apr,0.237,Opera
191592,Alfredo Kraus,"Sadko: ""Canto Indio"" (De ""El Vagabundo y la Estrella"")",3odqT6FRAUAFCeOmNFmLrb,7,0.994,0.224,-1,0.12,0.00034,G,0.0838,-14.164,Major,0.0411,169.164,01-Apr,0.111,Opera
81622,empty_field,"Norma - Critical Edition by Maurizio Biondi and Riccardo Minasi / Act 2 Scene 1: Scena – Introduzione - ""Dormono entrambi""",5HLjMiuz6uh1M2OKDVyCMg,2,0.976,0.222,520227,0.0386,0.0178,D,0.122,-22.229,Major,0.0455,?,04-Apr,0.0349,Opera
100103,Gustave Charpentier,"Charpentier: Louise, Act 3: ""Depuis le jour où je me suis donnée"" ( Louise)",3cRZD2Kih52tEI1YuFPgKv,9,0.971,0.232,287200,0.14,0.00446,G,0.109,-15.093,Major,0.0408,86.985,04-Apr,0.0373,Opera
80750,Giacomo Puccini,"Madama Butterfly, Atto I: ""Viene la sera""",3ZOXXyAjMXvOvjUaMqtShT,21,0.971,0.16,864520,0.181,0.00113,A,0.0975,-16.8,Major,0.0485,77.164,03-Apr,0.0368,Opera
156956,Gioachino Rossini,"The Barber of Seville, Act I Scene 1: Gente indiscreta! (Count, Fiorello, Figaro)",1AnNNZspExK2PwVFbhw7G1,14,0.967,0.538,-1,0.163,0,D#,0.802,-27.655,Major,0.297,99.865,04-Apr,0.429,Opera
36101,empty_field,"Lakmé : ""Sous le dôme épais"" (Flower Duet)",1C2QJNTmsTxCDBuIgai8QV,25,0.975,0.179,296373,0.159,0.847,B,0.11,-17.773,Major,0.0395,73.942,03-Apr,0.0398,Opera
183808,Giuseppe Verdi,"""Ciel! mio padre!""",2TICVNw8Uo3UxEJzGftIhk,16,0.976,0.333,469491,0.264,0.00282,C#,0.0918,-14.224,Major,0.0631,?,03-Apr,0.0669,Opera
72186,Richard Wagner,Wagner : Die Walküre : Act 3 The Ride of the Valkyries,6FSIS98qmaxHKSIxdB679L,12,0.916,0.401,-1,0.475,0.936,G,0.379,-11.563,Major,0.041,116.636,03-Apr,0.155,Opera
37156,Giacomo Puccini,"Tosca, S. 69, Act I: Dammi i colori...Recondita armonia",5STjChsirox5CTMvvxNMlO,16,0.967,0.164,226467,0.166,0.00417,F,0.328,-17.157,Major,0.0446,74.403,03-Apr,0.11,Opera
209543,Richard Wagner,"Tristan und Isolde, WWV. 90, Act III: Mild und leise (Liebestod)",3YGuQ2ZxP00qtxXLWwqCpT,20,0.978,0.18,521640,0.167,0.235,B,0.105,-19.212,Major,0.043,81.348,04-Apr,0.032,Opera
138528,Riccardo Muti,"Symphony No. 3 in A minor, 'Scottish' Op. 56 (1998 Digital Remaster): II. Vivace non troppo",0hOOo6B7LuJ8sjAMjgmuMU,10,0.97,0.294,-1,0.235,0.875,F,0.26,-17.242,Major,0.0419,125.825,04-Apr,0.365,Opera
193304,empty_field,"Die Lustige Witwe (complete), ACT 2: Heia, Mädel, aufgeschaut...Dummer, dummer Reitersmann (Hanna, Danilo)",7ImkjvM1OKWhJ5HIPOHcHE,3,0.933,0.424,196267,0.097,1.24E-05,E,0.17,-22.966,Major,0.0938,85.358,04-Apr,0.497,Opera
81640,empty_field,"Falstaff, Act II Scene 2: ""C'e. C'e""",1L4NadMj3Jj7YgGaikyhfr,7,0.874,0.441,-1,0.0731,0,A,0.475,-28.112,Major,0.118,94.407,01-Apr,0.253,Opera
23390,Léo Delibes,"Delibes: Lakmé, Act 1 Scene 4: No. 2, Duetto, ""Viens, Mallika, les lianes en fleurs … Dôme épais, le jasmin"" (Lakmé, Mallika)",5JtOjk5smrCjVoSnBOCdp3,13,0.964,0.209,356200,0.0701,0.313,B,0.102,-23.859,Major,0.0494,86.667,04-Apr,0.0366,Opera
78291,empty_field,"Wagner: Turandot, SC 91: Act I: Signore, ascolta!",6vnJBhQHIG3kV45YCAwLAK,12,0.99,0.281,179973,0.421,0.00811,F#,0.686,-16.089,Major,0.18,?,04-Apr,0.175,Opera
67790,Tomaso Albinoni,"12 Trio Sonatas, Op. 1, Sonata VII in G Major, Talm I, 7: II. Allegro",1SphwtRn4YYVffKnTWaugH,9,0.92,0.484,96280,0.261,0.0788,G,0.199,-15.597,Major,0.0407,121.474,04-Apr,0.701,Opera
87471,Plácido Domingo,"Hosanna - From ""Requiem""",3Z2UkH6vhqA3T3jDNRem0l,16,0.706,0.266,221907,0.39,3.45E-05,F#,0.367,-9.529,Major,0.0445,149.029,04-Apr,0.113,Opera
36785,Giacomo Puccini,Madama Butterfly / Act 2: Ora a noi. Sedete qui.,0K5I2KFWXUIrcy4G95fxRc,12,0.967,0.223,174475,0.0232,1.19E-05,A#,0.219,-30.197,Major,0.0589,168.466,03-Apr,0.0445,Opera
110644,Giacomo Puccini,In un coupé?....Con pariglia e livree (Marcello/Rodolfo) - 1997 Remastered Version,6TSprP0kW10OcOogX4Ex1Z,17,0.979,0.576,76800,0.175,0.00157,G,0.345,-16.432,Minor,0.0775,108.781,04-Apr,0.652,Opera
187624,Gioachino Rossini,"The Barber of Seville: ""Largo al factotum"" - Instrumental",1OYjATyA5kqLK3CfYfvg3y,6,0.971,0.353,290067,0.494,0.912,C,0.293,-11.324,Major,0.0409,?,03-Apr,0.354,Opera
215874,Robert Stolz,Two Hearts In Three-Quarter Time,49jxn2Mdde8QZUx0AlbD0l,6,0.958,0.252,177067,0.155,0.772,G,0.106,-15.221,Major,0.0401,135.492,04-Apr,0.0726,Opera
87514,Giacomo Puccini,"Puccini: Madama Butterfly, Act 1: ""Questa è la cameriera"" (Goro, Pinkerton, Suzuki, Sharpless)",0VQ0n5gMgJLNixG8BfWBT5,12,0.978,0.395,254600,0.25,0.000766,C,0.125,-15.258,Major,0.0462,105.104,04-Apr,0.345,Opera
154975,empty_field,Trio Sonata In D Minor RV 63,5x8bbYnic7BuFfgaiVNHfW,33,0.595,0.302,550400,0.133,0.0421,C#,0.106,-20.93,Minor,0.0426,150.896,03-Apr,0.207,Opera
47068,Gioachino Rossini,Guillaume Tell (William Tell): Overture (arr. F. Wrede for 2 pianos 8 hands): Allegro vivace,2u6yq03ibYtomWxiIIvIA5,11,0.984,0.432,214333,0.164,0.9,E,0.0966,-22.344,Major,0.0389,147.442,04-Apr,0.546,Opera
74227,Gaetano Donizetti,"La Favorita: ""Una vergine""",5Afy3y3HgzeKnviIcWzEbZ,8,0.991,0.196,144227,0.0923,0.00233,A,0.127,-15.274,Major,0.0391,167.394,05-Apr,0.0772,Opera
33884,Richard Wagner,"Die Walküre / Erster Aufzug: ""Ein Schwert verhieß mir der Vater""",4oRw9shF2Nj1vHndtuEcvj,5,0.955,0.202,-1,0.136,0.303,C,0.0972,-19.824,Major,0.0423,169.835,04-Apr,0.0444,Opera
36255,Giuseppe Verdi,"Overture to ""La forza del destino""",3Ys7dWbSN5UXzhl9d24VL6,9,0.936,0.198,461600,0.0885,0.724,E,0.11,-19.446,Minor,0.0406,75.07,04-Apr,0.0704,Opera
217553,Adolphe Adam,Giselle: Act I: Pesante,2hUyNUvpSlNBmYKCUNCLu5,12,0.728,0.495,43800,0.144,0.987,A,0.124,-21.167,Major,0.0722,145.9,04-Apr,0.739,Opera
72409,Richard Wagner,"Tannhäuser - Paris version / Act 1: ""Naht euch dem Strande"" (Venusberg Music)",5mcRpSdxgM0bTup7uRqI3Y,11,0.938,0.0708,-1,0.145,0.886,C#,0.268,-18.021,Minor,0.042,72.737,04-Apr,0.0316,Opera
204850,Georges Bizet,Bizet: Carmen: Carmen! Sur tes pas nous nous pressons tous! - Act One,3zPfxkz3ZGHNHQcfefg6e4,23,0.98,0.236,-1,0.24,0.233,A,0.375,-20.461,Minor,0.0516,100.364,05-Apr,0.078,Opera
32141,Gioachino Rossini,Rossini: Guillaume Tell: Overture,60nVtAzsr4sWd7fuLMzo4b,16,0.911,0.244,-1,0.136,0.255,G,0.13,-19.869,Major,0.0633,164.071,04-Apr,0.228,Opera
106876,empty_field,"Falstaff, Act I Scene 2: ""Pst, pst, Nannetta""",1shulSNYJKAmUft9azXNJW,11,0.954,0.418,193187,0.0515,1.47E-05,G#,0.517,-25.556,Minor,0.0513,132.917,04-Apr,0.188,Opera
189354,Richard Wagner,"Das Rheingold - Vorabend des Bühnenfestspiels ""Der Ring des Nibelungen"" / Dritte Szene: ""Hehe! hehe! hieher! hieher! Tückischer Zwerg!""",2jU1iCodmfJGguiM5oUiBG,3,0.944,0.42,172867,0.142,1.92E-06,F#,0.175,-22.44,Major,0.0941,?,05-Apr,0.22,Opera
179655,Richard Wagner,"Götterdämmerung, Vorspiel/Prologue: Vorspiel (Orchester)",4Bog73bcyElF5K36hpo1P2,9,0.968,0.189,114427,0.00271,0.949,C#,0.0813,-28.493,Minor,0.0409,69.793,03-Apr,0.0321,Opera
50336,Adolphe Adam,Giselle / Act 1: No.7a Variation de Giselle,4UPR9dSw2YcvJQAGJKPwCk,22,0.96,0.287,128639,0.0371,0.898,E,0.332,-28.351,Major,0.0485,?,03-Apr,0.0754,Opera
161187,Richard Wagner,"Die Walkure, Act III Scene 3: Feuerzauber",0AQquaENerGps8BQmbPw14,14,0.985,0.173,-1,0.0542,0.909,A,0.141,-23.84,Major,0.0352,77.525,04-Apr,0.0376,Opera
170313,Georges Bizet,"Bizet: Carmen, WD 31: Overture",3FygJnwLJbaU5xe4E87h8e,10,0.668,0.35,128867,0.267,0.241,E,0.371,-20.239,Minor,0.0487,131.193,04-Apr,0.591,Opera
22892,empty_field,"Tristan und Isolde / Act 1: ""Westwärts schweift der Blick""",4C80ymqeLTdTUPIECwBVZT,13,0.928,0.232,326160,0.198,1.81E-06,C#,0.351,-16.566,Major,0.0777,70.129,05-Apr,0.0651,Opera
94361,Plácido Domingo,Love Story,04yO1WqGaIxTk3QJIVyncw,12,0.918,0.144,268133,0.238,0.149,A,0.1,-12.681,Minor,0.0369,77.639,03-Apr,0.157,Opera
43030,Giacomo Puccini,Suor Angelica: Laudata Maria! E sempre sia!,69gubiWawGe46tKg6DpIyG,8,0.95,0.278,224467,0.136,0.00268,A#,0.282,-21.502,Major,0.0642,81.364,05-Apr,0.0854,Opera
54481,Richard Wagner,"Wagner : Götterdämmerung : Act 3 ""Zurück vom Ring!"" [Hagen]",24htghNv3AoeeC2oVoTknC,5,0.805,0.149,202427,0.33,0.869,C#,0.279,-16.272,Major,0.0384,136.876,05-Apr,0.0474,Opera
