instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
187971,Lecrae,8:28,7zEd2XKRtKi1nJgcajw7k7,52,0.0996,0.609,189880,0.682,0,B,0.366,-6.611,Major,0.395,134.253,04-Apr,0.337,Hip-Hop
217297,SZA,Normal Girl,6HGItOXLBf7TZDXj0Qh0S4,66,0.269,0.622,253587,0.532,5.37E-05,C,0.158,-7.143,Major,0.128,76.459,04-Apr,0.364,Hip-Hop
200603,Kendrick Lamar,Compton,4kwOQa2qMYWv5zmOfg8b75,54,0.0815,0.342,248093,0.907,0,C#,0.383,-4.432,Minor,0.415,170.38,04-Apr,0.225,Hip-Hop
212460,NF,Wake Up,7xVLFuuYdAvcTfcP3IG3dS,63,0.0789,0.682,232960,0.799,7.10E-06,F#,0.107,-6.16,Major,0.0718,105.021,04-Apr,0.038,Hip-Hop
144613,Lil Yachty,Next Up,6x4U13VRFIvBIdHdjWJVyh,52,0.279,0.883,197531,0.73,0.00235,C,0.144,-5.296,Major,0.219,145.859,04-Apr,0.34,Hip-Hop
88693,PnB Rock,Selfish,5o9VWgXFWtjPE4RWNVK0xO,74,0.114,0.638,245604,0.6,0,C#,0.187,-5.84,Minor,0.0438,101.981,04-Apr,0.0399,Hip-Hop
99852,empty_field,Bowser,47StfXJOnGLhYfMEWgoTiX,66,0.309,0.8,187654,0.491,0,A#,0.332,-8.293,Minor,0.0468,135.008,04-Apr,0.425,Hip-Hop
60983,Smokepurpp,Glock In My Benz,1jpwxxZlmAE1jr3Kbo81aw,63,0.00613,0.691,201721,0.715,0,G#,0.0368,-7.215,Major,0.0589,77.223,04-Apr,0.465,Hip-Hop
165294,Isaiah Rashad,Ronnie Drake (feat. SZA),2dVmgM3Z1kzSjpb3pAJKiF,55,0.356,0.482,-1,0.779,0,G#,0.173,-4.875,Minor,0.27,154.335,04-Apr,0.835,Hip-Hop
178685,empty_field,Things Done Changed,4o6ZuLYr04LqFQNiSGVK4u,54,0.0244,0.742,238107,0.63,2.77E-06,C#,0.0716,-6.95,Major,0.254,90.905,04-Apr,0.123,Hip-Hop
128226,Wifisfuneral,EA,7D180Q77XAEP7atBLmMTgK,64,0.108,0.527,160000,0.902,0,F,0.121,-4.423,Minor,0.443,179.928,04-Apr,0.658,Hip-Hop
191739,Kendrick Lamar,Blow My High (Members Only),5mIZrUsdXWHurOtySefSPf,59,0.316,0.959,215792,0.524,0,A,0.274,-8.145,Minor,0.274,119.933,04-Apr,0.84,Hip-Hop
87610,J. Cole,Rise and Shine,5gAtIDcgLUCQFvulRytLy3,58,0.0551,0.425,274960,0.768,0,A,0.19,-5.969,Major,0.272,81.337,04-Apr,0.274,Hip-Hop
66615,Kendrick Lamar,For Free? - Interlude,3WGgTxKaFTNelBxaqhqgid,57,0.588,0.526,130893,0.896,0,G#,0.37,-4.708,Major,0.197,?,01-Apr,0.745,Hip-Hop
109813,Roy Woods,Russian Cream,4BKJwTrdzJNpyEl3njcWki,59,0.0676,0.673,156563,0.514,0.000182,C#,0.0866,-10.078,Major,0.287,184.064,04-Apr,0.38,Hip-Hop
63877,Trina,Here We Go (feat. Kelly Rowland),50lNhPQ15g5L8pCobmZU1o,52,0.624,0.814,230973,0.494,0,G#,0.0888,-7.167,Major,0.0846,?,04-Apr,0.607,Hip-Hop
199303,Kid Cudi,Releaser,5tQHlrTLQcn0KmN2uttWNC,50,0.125,0.594,-1,0.434,0.672,D,0.113,-11.097,Minor,0.0294,82.001,04-Apr,0.141,Hip-Hop
95980,A$AP Ferg,Dump Dump,1kfrnPViuzKdNwmH21ehLg,55,0.207,0.65,214827,0.638,0,G#,0.266,-5.94,Major,0.127,134.044,04-Apr,0.418,Hip-Hop
168150,Smokepurpp,Krispy Kreme,5BM4OgN8Giv7Wi5K8TN02M,55,0.00401,0.799,155704,0.612,0,C#,0.104,-7.652,Minor,0.245,77.48,04-Apr,0.68,Hip-Hop
169159,Rae Sremmurd,Come Get Her,3ZIXxICkblegqF841yucgI,76,0.184,0.687,212947,0.563,0,D,0.0681,-6.214,Major,0.163,185.056,04-Apr,0.112,Hip-Hop
133838,Sean Leon,Matthew in the Middle (feat. Daniel Caesar),0ZEXvzAtZ0sHPh8f0fZACl,52,0.277,0.397,-1,0.48,3.88E-05,F#,0.111,-9.005,Major,0.0494,117.079,03-Apr,0.184,Hip-Hop
196151,empty_field,London,77QumYYpnP6uONSEJxSFug,71,0.0316,0.743,-1,0.651,1.83E-05,G#,0.0942,-4.452,Minor,0.176,137.184,05-Apr,0.511,Hip-Hop
20948,Ol' Dirty Bastard,Shimmy Shimmy Ya,5TvTBGLTKSwxL97GQhxaq6,66,0.097,0.814,-1,0.481,3.83E-05,C,0.0495,-5.183,Major,0.245,96.252,04-Apr,0.193,Hip-Hop
175905,Young Money,Every Girl,3Z3ANEnfT5iSJrNFJFHLQO,52,0.00316,0.632,315320,0.73,0,F#,0.397,-5.895,Minor,0.245,76.067,04-Apr,0.762,Hip-Hop
201993,21 Savage,break da law,3PC77wG6rvIoSo0EIVUzqp,72,0.0493,0.904,177748,0.575,0,C#,0.256,-7.823,Major,0.346,141.039,04-Apr,0.359,Hip-Hop
146261,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),5NbasL13ZyTu02X1R5XILi,75,0.156,0.652,304607,0.795,0,B,0.123,-5.192,Minor,0.174,135.018,04-Apr,0.788,Hip-Hop
78252,empty_field,Got Em Like (feat. Wiz Khalifa),5nWMV6Tq8x5uTS7QKIr0qG,55,0.00802,0.767,267598,0.585,0,B,0.0951,-9.984,Major,0.0529,140.026,04-Apr,0.597,Hip-Hop
127726,Big Sean,Play No Games,0wYICJWXotfxVWGZEbn1Wo,58,0.0734,0.749,216653,0.701,0,C#,0.216,-3.914,Major,0.0513,81.479,04-Apr,0.351,Hip-Hop
65190,Big K.R.I.T.,Learned From Texas,2c0Ljhs9pXXMLJUisEFjb2,53,0.0479,0.782,-1,0.751,0,D,0.0615,-4.995,Major,0.12,128.079,04-Apr,0.572,Hip-Hop
57794,Wiz Khalifa,Goin Hard,06JvX7FobdW07Qa81nghOl,56,0.0054,0.879,-1,0.827,0.000244,A#,0.229,-6.435,Minor,0.119,?,04-Apr,0.539,Hip-Hop
91164,Too $hort,Just Another Day,6vVKmhWMfCSBHCouSrX8Fu,50,0.0173,0.854,441827,0.524,0,D,0.0713,-10.523,Major,0.112,97.913,04-Apr,0.636,Hip-Hop
157403,empty_field,Work It,3rPKjADxzOrPipCQks4E8J,72,0.0778,0.884,263227,0.677,0,C#,0.0732,-5.603,Major,0.283,101.868,04-Apr,0.584,Hip-Hop
157421,Jason Derulo,Colors,3CuscN8itbT86pQFKQMIk7,65,0.0435,0.717,199728,0.859,0,G#,0.0625,-4.514,Major,0.205,119.847,04-Apr,0.546,Hip-Hop
195832,OutKast,Roses,3zNIlPXGjfKAH7PziR2rzP,72,0.0481,0.751,-1,0.708,1.83E-05,C,0.107,-5.645,Major,0.0545,108.97,04-Apr,0.509,Hip-Hop
117651,Yung Pinch,Sail Away,5X6HkkTe8mUwkHo3Lccr6E,54,0.0926,0.787,156238,0.483,0,F,0.204,-9.327,Minor,0.0811,122.926,04-Apr,0.185,Hip-Hop
132676,empty_field,200,3GhqWfDa2yNLRTxonhJZ9B,54,0.00924,0.84,146987,0.65,0,C#,0.201,-6.708,Major,0.262,?,04-Apr,0.527,Hip-Hop
26106,Hopsin,The Old Us,5UYsSuc4S1pE5akZ6mjNyr,62,0.428,0.435,274282,0.719,0,E,0.102,-6.82,Minor,0.149,?,04-Apr,0.137,Hip-Hop
189953,Scarface,I Seen a Man Die,3IrcvqIf3ZiBhf3xdsctRX,59,0.0022,0.692,272680,0.674,0,D,0.359,-5.523,Major,0.292,79.925,04-Apr,0.5,Hip-Hop
136116,Don Omar,Perdido En Tus Ojos,5UIE8Pb27v9aK06EuaoHAf,59,0.183,0.686,-1,0.883,2.12E-06,F,0.161,-4.587,Major,0.0322,?,04-Apr,0.753,Hip-Hop
21652,Lil Baby,No Friends (feat. Rylo Rodriguez),7qs0Oo2WzKnOepRJhxEKxz,65,0.00112,0.645,-1,0.595,0,G,0.084,-6.876,Major,0.258,159.929,04-Apr,0.461,Hip-Hop
91234,Gunna,Outta Sight Outta Mind,7xoZLwh1NrGzCL16ofdqc2,56,0.159,0.931,234107,0.264,0,E,0.0921,-15.348,Minor,0.474,121.016,04-Apr,0.469,Hip-Hop
204073,Kevin Gates,Jus Wanna,1UUMw2PSv5TddNzuqu4MVY,47,0.0385,0.473,-1,0.679,0,D,0.139,-6.005,Minor,0.449,180.271,03-Apr,0.572,Hip-Hop
153632,Three 6 Mafia,Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),1l0zeniK8MayaQedrPUK9n,56,0.00919,0.944,261973,0.839,0,B,0.0921,-4.141,Major,0.108,136.019,04-Apr,0.892,Hip-Hop
99022,Frank Ocean,Sierra Leone,3vcmTEyVvXvQCpgrMPTnA8,59,0.213,0.532,148760,0.614,0.0173,G,0.109,-7.726,Major,0.0875,124.813,04-Apr,0.638,Hip-Hop
181832,The Notorious B.I.G.,Suicidal Thoughts,4YyrDYM81G5ezzEVwKqXac,63,0.44,0.506,170227,0.505,2.30E-05,G#,0.0938,-10.198,Major,0.444,?,04-Apr,0.0788,Hip-Hop
121800,Big Sean,Paradise,4aai1PoVGPcspMhmzOzpZN,48,0.0602,0.795,148133,0.63,0,G#,0.11,-5.71,Minor,0.256,127.954,04-Apr,0.222,Hip-Hop
92671,Wifisfuneral,Neglect,74My82t6r6j68L3RPg18qL,49,0.182,0.846,-1,0.763,0.000732,A#,0.146,-4.805,Minor,0.394,159.987,04-Apr,0.588,Hip-Hop
56723,NF,Green Lights,2lUoYdMh7s36TR1l9pV5I2,67,0.139,0.725,-1,0.659,0,A,0.106,-4.537,Major,0.246,160.062,04-Apr,0.56,Hip-Hop
168200,empty_field,If You Know You Know,4Cgnghmoca0hDGHmA8zO4A,69,0.0186,0.46,-1,0.697,0,F#,0.362,-5.954,Minor,0.325,153.426,04-Apr,0.701,Hip-Hop
193493,Abhi The Nomad,Somebody to Love,6jfDWPKNYiS0mf3uOb1VRn,51,0.118,0.827,250000,0.525,0.00674,F#,0.107,-5.823,Minor,0.0309,119.985,04-Apr,0.883,Hip-Hop
143715,Ice-T,O.G. Original Gangster,4wt6R0P01bPdadD70JV6WD,54,0.115,0.887,-1,0.847,8.24E-05,G,0.216,-10.885,Major,0.253,103.008,04-Apr,0.739,Hip-Hop
188118,empty_field,Ghostface Killers,7Cb44iSpT0L3oOd1bpLb2c,76,0.331,0.782,268933,0.436,1.30E-05,D,0.342,-7.033,Major,0.155,82.994,04-Apr,0.243,Hip-Hop
208850,Smino,BAM 2x,1ENopQBN8TscDtPhVAi3yp,49,0.132,0.688,175392,0.43,1.34E-06,C#,0.629,-9.752,Major,0.362,76.439,04-Apr,0.489,Hip-Hop
133486,empty_field,Hot In Herre,4Hbe0lRKsXtDZ2wQIovz7I,73,0.218,0.965,228227,0.736,0,A,0.0595,-5.005,Minor,0.144,107.07,04-Apr,0.921,Hip-Hop
53568,Flipp Dinero,On Some,0r5jH9C9NsVJ8rkeM6Cac4,54,0.0346,0.768,156522,0.846,0,C#,0.173,-7.134,Major,0.0762,137.984,04-Apr,0.342,Hip-Hop
119287,Ace Hood,Body 2 Body,5YApuJAjg0TfRdFqCwY4PF,46,0.00252,0.603,-1,0.82,0,C#,0.178,-4.587,Minor,0.0566,152.057,04-Apr,0.561,Hip-Hop
196048,J. Cole,Rich Niggaz,3oP2vxUR2bjFCrU9YolGnM,66,0.472,0.586,-1,0.717,0.00236,G#,0.104,-8.543,Minor,0.197,125.007,04-Apr,0.306,Hip-Hop
133412,empty_field,What's In Your Heart? - From Swaecation,59tfllHFM3xmI3ZLEovGmx,53,0.0965,0.865,254231,0.567,0.000993,A#,0.0874,-6.323,Minor,0.0773,90.951,04-Apr,0.3,Hip-Hop
204101,Yunggoth✰,Idk How to Kill Myself,3SB9NuRdp2h4xAcC43vyup,54,0.617,0.434,136620,0.656,0.00126,A#,0.107,-6.063,Major,0.0375,115.879,04-Apr,0.185,Hip-Hop
114482,empty_field,Rush Hour,3V3cJ4vwb6Hp1Cr48lWxIN,47,0.0937,0.62,121941,0.563,0,A#,0.231,-8.458,Minor,0.109,?,04-Apr,0.272,Hip-Hop
149380,Mick Jenkins,Angles (feat. Noname & Xavier Omär),1rcu88dzWE5GyqtpuWvd0C,58,0.57,0.598,-1,0.548,0,C,0.138,-9.317,Major,0.335,135.034,04-Apr,0.347,Hip-Hop
136636,empty_field,48 Floors (feat. Mansa),6z3OqZBR4v3w6s0w6dSVhF,56,0.725,0.443,223587,0.47,1.06E-06,A#,0.101,-8.587,Major,0.101,82.546,04-Apr,0.483,Hip-Hop
67929,Kevin Flum,U Mad Bro,2Mb3zpobD0CvJGWv6NpsPy,54,0.062,0.779,229068,0.644,0,A,0.0929,-6.954,Major,0.3,118.076,03-Apr,0.249,Hip-Hop
147732,Ski Mask The Slump God,Winnie,11LOoQ3ZHFabBCY7GSd7dX,50,0.302,0.617,-1,0.687,0,C#,0.128,-4.912,Major,0.359,155.976,04-Apr,0.504,Hip-Hop
212086,21 Savage,Numb,4WrsHPcyRlFL4uwDr99w7u,70,0.0438,0.839,271307,0.437,2.75E-06,F,0.131,-11.344,Minor,0.285,82.008,04-Apr,0.464,Hip-Hop
139059,Meek Mill,Amen - feat. Drake,1QnKA8DJUfHnrFZvvWOs3Z,54,0.178,0.503,-1,0.795,0,A#,0.042,-4.505,Major,0.335,149.981,04-Apr,0.265,Hip-Hop
195614,LUCKI,Geek Monster,7tzARJkuF22M1yr4qAuGti,48,0.00531,0.854,118230,0.511,0.134,G,0.111,-12.266,Major,0.215,129.995,04-Apr,0.358,Hip-Hop
203860,Imran Khan,Satisfya,1H58IIg9RfDAm7mz4QA2ma,67,0.00451,0.726,180056,0.652,3.32E-05,C#,0.226,-7.764,Minor,0.11,163.879,04-Apr,0.803,Hip-Hop
106421,Global Dan,Flossin,70BHlPrp4m7ChvQQaiz55x,60,0.0435,0.644,149514,0.577,0,C,0.11,-8.52,Major,0.0703,144.268,04-Apr,0.393,Hip-Hop
171359,Kevin Gates,IDGAF,0Y7BBCP5ZWeb0rdyP97xDt,49,0.00312,0.728,-1,0.55,0,D,0.0871,-6.049,Major,0.379,139.863,04-Apr,0.305,Hip-Hop
200696,Yung Lean,Yoshi City,5FyR0TL98UajTLRWwkKGBg,58,0.476,0.546,225080,0.53,0,C#,0.0955,-9.059,Major,0.211,128.209,04-Apr,0.227,Hip-Hop
162568,Kid Cudi,Trapped In My Mind,1cKUn88CVxNiTUN8mGW2XN,54,0.5,0.819,-1,0.697,0.000339,C#,0.113,-8.148,Major,0.0339,119.005,04-Apr,0.787,Hip-Hop
203208,Gunna,Spending Addiction,6gFtgkh8ShkrJn52Cbdhxy,66,0.704,0.89,186480,0.455,0,C#,0.101,-5.938,Major,0.438,124.964,04-Apr,0.663,Hip-Hop
143283,Jason Derulo,Cheyenne,3YSefJ4OGYCIHNVowuSx7O,57,0.0126,0.554,215107,0.768,7.13E-06,F#,0.122,-5.812,Minor,0.127,99.679,04-Apr,0.324,Hip-Hop
168996,Sage The Gemini,Red Nose,18LE5EslSQkAlj3GeNM8SL,58,0.435,0.856,-1,0.469,0,B,0.232,-5.708,Minor,0.133,97.549,04-Apr,0.75,Hip-Hop
71832,Ronny J,Banded Up (feat. XXXTENTACION),7iQmjnDXYngWGsbjVnDc1U,71,0.0521,0.698,239814,0.731,0,G,0.122,-3.46,Major,0.15,157.035,04-Apr,0.312,Hip-Hop
203011,Drake,Star67,2mwBSO58y92EYmEFpDfmS7,63,0.747,0.478,294973,0.395,4.73E-06,D#,0.264,-7.917,Major,0.213,?,03-Apr,0.17,Hip-Hop
33859,Maninder Buttar,Sakhiyaan,6k4Dh6chY3SyrhfuxAbvrx,57,0.3,0.706,179326,0.674,0,A,0.202,-5.932,Major,0.044,83.001,04-Apr,0.359,Hip-Hop
159527,bbno$,thankful,6nO3tr47nr2P7f3hXb8JIo,59,0.796,0.763,174222,0.444,0,G#,0.104,-7.635,Major,0.0356,135.03,04-Apr,0.603,Hip-Hop
126313,Nipsey Hussle,Million While You Young (feat. The-Dream),77ZcTPHQJyyM5GsSdGJHWZ,53,0.15,0.502,264093,0.696,0,A,0.382,-4.875,Minor,0.41,86.353,04-Apr,0.282,Hip-Hop
62068,Jay Rock,Redemption (feat. SZA),1nT1WwzjraW3Iu8Pa8wXEi,52,0.0907,0.659,211613,0.83,0,F#,0.133,-5.288,Major,0.286,144.017,04-Apr,0.332,Hip-Hop
49172,YG,Bompton,0k7F8jyAXWooZyoA7SbAnM,51,0.0768,0.658,-1,0.575,0,A#,0.0768,-6.765,Major,0.0331,95.004,04-Apr,0.0892,Hip-Hop
68247,Shoreline Mafia,Musty (Bonus),4unlweROQ6ybeTvYCUvXIW,48,0.00907,0.833,161558,0.203,5.91E-06,A#,0.124,-12.456,Minor,0.211,100.023,04-Apr,0.04,Hip-Hop
117565,Casper Magico,Quiere Fumar,04p1yF7yhjIslawhKscJpq,59,0.216,0.817,254653,0.662,0.000501,F,0.241,-6.338,Minor,0.221,94.967,04-Apr,0.71,Hip-Hop
176682,"Tito ""El Bambino""",Siente El Boom,3a9TMd2Yrza6HXqqlfMtfy,66,0.112,0.804,188733,0.745,0,E,0.0924,-5.805,Minor,0.0744,95.024,04-Apr,0.512,Hip-Hop
208410,Usher,Moving Mountains,0oGQzg1mXclWsMhyIML2oK,55,0.0856,0.72,298053,0.734,0,F#,0.303,-4.515,Major,0.0316,?,04-Apr,0.37,Hip-Hop
22005,Felly,Oceans V2,4kvArOUsrXUfcbTTzR0D0b,50,0.318,0.731,237407,0.487,0,C#,0.105,-12.214,Major,0.394,84.921,04-Apr,0.482,Hip-Hop
178530,Ty Brasel,Meant For Me,2KT63Zb0ylsVMwJ5XB16DF,47,0.0308,0.613,208368,0.603,0,F#,0.375,-6.985,Minor,0.132,159.127,04-Apr,0.387,Hip-Hop
143081,empty_field,Baba,3UyV8MvjQkeh6DqLmuaUAo,57,0.177,0.907,189040,0.583,0,B,0.0826,-6.638,Minor,0.134,113.136,04-Apr,0.588,Hip-Hop
56948,Vince Staples,Prima Donna,0OTpz9cTT3BUCilO5XTs7c,51,0.305,0.704,-1,0.651,1.64E-05,B,0.324,-7.707,Major,0.499,?,04-Apr,0.331,Hip-Hop
108526,empty_field,Digital Dash,09kHX4wSY8CD64749PfZhC,63,0.00296,0.881,-1,0.546,4.72E-06,D,0.226,-7.566,Major,0.12,140.032,04-Apr,0.276,Hip-Hop
144584,Run The Jewels,Talk to Me,3249SA8cvHv5A1jnQkiY8L,53,0.0417,0.705,151227,0.694,3.40E-06,G,0.348,-6.774,Major,0.212,127.112,04-Apr,0.714,Hip-Hop
28640,Just Juice,Glew Up,69QIVIjPMnI1ABLBqh9P1b,50,0.223,0.731,200143,0.726,0,E,0.124,-5.755,Minor,0.0959,156.231,04-Apr,0.804,Hip-Hop
133607,Mobb Deep,Hey Luv (Anything) - Unedited Version,3jnTBMdckWNzC7PJV96kQ1,52,0.157,0.833,242093,0.68,0,G,0.189,-5.408,Major,0.227,98.996,04-Apr,0.641,Hip-Hop
194696,03 Greedo,Beat That Thang Down (feat. PNB Rock),3dv8m3LsfvdKgsihCWgj2Y,50,0.489,0.693,231654,0.546,0,B,0.135,-10.93,Minor,0.178,97.003,04-Apr,0.493,Hip-Hop
173972,1K Phew,Bigger Than Me,7r0923d34Wsf5279jzwzIs,46,0.0017,0.813,151122,0.597,2.08E-06,G#,0.0816,-7.525,Major,0.069,142.994,04-Apr,0.299,Hip-Hop
111895,Run The Jewels,Oh My Darling Don't Cry,4X4twP069xb8Bhua6BKJaD,57,0.0198,0.667,204840,0.588,2.77E-06,C#,0.462,-7.15,Major,0.266,150.006,04-Apr,0.285,Hip-Hop
84380,Migos,Top Down On Da NAWF,1diSF3SZihXMcOIPznrigF,56,0.00265,0.815,-1,0.438,0.004,F,0.104,-7.808,Major,0.0744,151.021,04-Apr,0.144,Hip-Hop
215051,Migos,Too Playa,27s6OwKmuD1hfZom6Fl0MU,60,0.021,0.72,312741,0.51,0,D,0.0992,-8.16,Major,0.12,138.021,04-Apr,0.0717,Hip-Hop
44705,Los Originales De San Juan,La Herencia De Mi Padre,3CwY9duCa29ye9TDno8mXT,51,0.4,0.435,-1,0.583,0,G,0.154,-6.552,Major,0.107,166.507,04-Apr,0.648,Hip-Hop
90122,PARTYNEXTDOOR,Freak In You,2g72QoX5ZZlEqQpKfnOdrj,62,0.144,0.424,272340,0.419,0,C#,0.174,-8.503,Major,0.054,86.5,04-Apr,0.119,Hip-Hop
129616,Eminem,25 To Life,2rpWXKjsErmTQWSbxjvHH3,68,0.239,0.701,-1,0.931,0,G#,0.194,-0.945,Minor,0.243,79.996,04-Apr,0.362,Hip-Hop
152310,Drake,"Two Birds, One Stone",5A0NEY8GOCB3ErRSRPpY72,53,0.329,0.46,238960,0.832,0,G#,0.127,-2.628,Major,0.232,86.35,04-Apr,0.358,Hip-Hop
162265,Kevin Gates,Federal Pressure (feat. Moneybagg Yo),6rCJjHP3oMv8SbOiOQPauz,66,0.0285,0.715,171494,0.652,0,A#,0.106,-7.016,Minor,0.274,?,04-Apr,0.612,Hip-Hop
171368,Burna Boy,Dangote,1DNRyoXyqj4b3sbtPjfGx3,57,0.505,0.539,225743,0.651,1.78E-06,G,0.0814,-5.017,Major,0.402,67.169,05-Apr,0.8,Hip-Hop
87091,JPEGMAFIA,1539 N. Calvert,0NN32Knbyo4gM1DKY9rdzg,62,0.278,0.863,157259,0.717,0.0826,E,0.0991,-3.143,Minor,0.17,152.05,04-Apr,0.357,Hip-Hop
42554,The Pharcyde,Passin' Me By,1g8lVIsEkDaGD1nKw6fwUb,68,0.0903,0.759,303493,0.756,2.36E-06,E,0.265,-8.145,Minor,0.266,?,04-Apr,0.613,Hip-Hop
73965,Thug Life,Bury Me A G,5L0AqUOKJmzDG3OAU5KZbE,50,0.405,0.746,-1,0.848,0,E,0.385,-8.025,Minor,0.346,97.956,04-Apr,0.657,Hip-Hop
