instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
104083,empty_field,Victims Of Comfort,1NghHeg0wE32eBYrQBVQXL,26,0.842,0.597,-1,0.255,0,D,0.105,-12.595,Major,0.0466,115.077,05-Apr,0.375,Blues
60720,Santana,Dar um Jeito (We Will Find a Way) [The Official 2014 FIFA World Cup Anthem] (feat. Avicii & Alexandre Pires),6m1sJMWeAkCG5eECKaGFew,31,0.0251,0.55,228320,0.956,0.000641,F,0.332,-4.175,Minor,0.196,127.998,04-Apr,0.42,Blues
101528,Phish,Down with Disease,5v9RN82kI4x91mgB8xNKqs,39,0.0293,0.636,247733,0.796,0.000168,D,0.33,-7.628,Major,0.0668,?,04-Apr,0.577,Blues
127055,The Who,I Can See For Miles,3TDQpYpPKWsIetVS674A21,52,0.0399,0.346,248619,0.797,2.17E-05,E,0.0728,-7.805,Major,0.0888,130.91,04-Apr,0.196,Blues
147230,Wolfmother,My Tangerine Dream,6FV7RivrHzOwu6SkLRRYmY,36,0.0247,0.244,316720,0.674,0.00264,F#,0.0967,-6.921,Major,0.0471,141.184,04-Apr,0.309,Blues
139276,Deap Vally,End Of The World,47NGN2PkaBo0ap4XF5LbJ2,27,0.0586,0.286,273721,0.838,6.86E-06,B,0.0543,-3.326,Minor,0.145,?,04-Apr,0.496,Blues
149667,Thin Lizzy,Still in Love with You - Live,66cQXuWUSM6vcfRxAPVTtf,27,0.445,0.324,462373,0.47,0.229,B,0.903,-14.555,Major,0.044,136.21,04-Apr,0.357,Blues
97431,Robert Randolph & The Family Band,Find a Way,1ZAyjvIk9YiD76yYy0TEG6,40,0.007,0.442,236787,0.78,0,F,0.167,-5.576,Major,0.0479,154.001,04-Apr,0.666,Blues
161025,The Heartbeats,A Thousand Miles Away,55yts7rwNfA3hHxrQ4dOWO,34,0.846,0.461,148040,0.271,0,G,0.12,-10.441,Major,0.0606,166.282,05-Apr,0.425,Blues
74270,Lonnie Mack,The Man in Me,0QoLFuJeadUqLmIP6HDuB5,29,0.517,0.528,188960,0.521,0.12,A#,0.224,-9.978,Major,0.028,132.637,04-Apr,0.741,Blues
184653,Chris Robinson Brotherhood,High Is Not the Top,7DZTG9Go9v5k9xkefSVwaa,26,0.124,0.455,-1,0.695,1.85E-06,D,0.0917,-8.062,Major,0.0307,178.634,04-Apr,0.801,Blues
158350,Ten Years After,Slow Blues in C - Live in Frankfurt,4l0L2GAwa3Z2MFGQyolVf0,37,0.388,0.433,494040,0.38,0.116,F,0.116,-13.754,Major,0.0296,99.564,03-Apr,0.506,Blues
119841,Little Feat,Red Streamliner,7LTxM1MU3RUTAxKpfrCkIM,29,0.307,0.556,287307,0.547,0.00441,F,0.0835,-15.368,Minor,0.0293,157.568,04-Apr,0.895,Blues
114844,Mdou Moctar,Inizgam,7gH7BVjWdXxHRNBXdqSsAm,26,0.159,0.385,84414,0.514,0.361,C#,0.238,-9.943,Major,0.0291,85.584,04-Apr,0.42,Blues
166875,empty_field,Segue 2 – Live at Spotify NYC,4WCHpSArnEJrCTOd2HeDxn,27,0.835,0.514,-1,0.477,0,A,0.694,-18.286,Major,0.884,89.257,01-Apr,0.43,Blues
92445,J.J. Cale,I'll Make Love To You Anytime,0Vbp9n2YaXiQiS2tHLZSKl,39,0.0152,0.734,193493,0.443,7.17E-05,C,0.316,-16.263,Major,0.0473,138.995,04-Apr,0.749,Blues
101140,empty_field,Blue Jean Blues,0BP2RFjKRSmNtkJW3f1nhR,29,0.115,0.473,339600,0.454,0.0129,A,0.0836,-8.505,Minor,0.0436,126.91,03-Apr,0.499,Blues
188043,Jane's Addiction,Ocean Size,6fTdcGsjxlAD9PSkoPaLMX,39,0.0896,0.257,-1,0.901,0.0137,A,0.227,-9.074,Major,0.0832,93.286,04-Apr,0.252,Blues
143826,Billie Holiday,All of You,2aU0IMTya0FnZSUqFJp11I,37,0.469,0.579,150600,0.239,0,G,0.246,-14.659,Minor,0.0762,120.855,04-Apr,0.545,Blues
134589,Johnny Winter,Be Careful With a Fool,12P7ZJt2vGfvlKCEfpGCMz,46,0.282,0.294,314880,0.736,0.0418,G,0.102,-7.961,Minor,0.151,208.576,03-Apr,0.753,Blues
135448,Ella Fitzgerald,I Still Feel The Same About You,0Bt0b24n6VXPyH2QJH6ayT,32,0.895,0.61,198760,0.117,0,F,0.0959,-14.947,Major,0.0423,88.459,04-Apr,0.523,Blues
92649,Robert Randolph & The Family Band,Love Do What It Do,22cjunidlQpFUeo56LXxHH,26,0.135,0.474,219747,0.881,8.99E-05,A,0.0722,-6.531,Major,0.0986,162.132,04-Apr,0.738,Blues
121996,Joe Cocker,"Up Where We Belong - From ""An Officer And A Gentleman""",7bC56nBu49S9JiD6GVTClw,66,0.614,0.632,-1,0.305,2.01E-05,D,0.0713,-11.842,Major,0.0326,139.935,04-Apr,0.238,Blues
51241,Foghat,Louisiana Blues,5FWPdgtQACI6DPE2CBPUpm,30,0.00222,0.405,283640,0.89,0.0106,C#,0.567,-7.153,Minor,0.0838,121.781,04-Apr,0.663,Blues
129495,empty_field,I Thought I Heard You Screaming,3QuTLjEgI5v5gL7VxoE05e,27,0.92,0.543,-1,0.0782,2.39E-05,D,0.1,-15.757,Major,0.0322,98.469,04-Apr,0.282,Blues
20146,empty_field,The Poet and the Painter,5JU7FgGJqgGPUaJA2nhZvm,35,0.00293,0.316,-1,0.601,0.0102,F,0.189,-9.278,Major,0.0483,172.035,04-Apr,0.51,Blues
81757,The Black Angels,Young Men Dead,1Taq7PrHRF7dLCcHTRh2aj,47,0.000203,0.46,332253,0.74,0.0385,D,0.124,-5.849,Major,0.0303,129.611,04-Apr,0.0808,Blues
111397,Chuck Berry,My Ding-A-Ling - Live,3uM3TEH5ncoAOjRD3XgoSR,37,0.791,0.767,223573,0.517,0.000186,E,0.078,-9.908,Major,0.195,144.322,04-Apr,0.846,Blues
206704,Mdou Moctar,Asshet Akal,1W0UPKRpozTdRYqqcBLkAd,29,0.236,0.265,-1,0.704,0.47,F,0.254,-9.083,Minor,0.0432,?,04-Apr,0.513,Blues
79788,Deep Purple,Woman from Tokyo,45dFVMC4gijvG7lw3yNnD8,36,0.14,0.582,348640,0.543,0.00149,A,0.115,-13.045,Major,0.0351,126.99,04-Apr,0.421,Blues
197844,Sir Charles Jones,Expire,4AoCJNpzhk2a0neT5NSbZu,0,0.213,0.793,-1,0.443,0,B,0.128,-6.055,Major,0.0533,129.883,04-Apr,0.301,Blues
95288,Goodbye June,Man Of The Moment,1ZEpge1j4gAi4R7pU9oor5,43,0.0157,0.395,-1,0.905,0.000935,C#,0.141,-4.078,Major,0.122,155.929,04-Apr,0.351,Blues
116870,Ted Hawkins,Sorry You're Sick,4Lh0WfnJNskf2IrTIuAwYk,34,0.957,0.717,128800,0.248,7.20E-05,G#,0.13,-14.213,Minor,0.0924,141.402,04-Apr,0.78,Blues
47404,Jonny Lang,I Am,7faWy3kAy0GkTqAzkUBhCf,20,0.0375,0.655,305133,0.78,0.038,A#,0.0244,-7.252,Minor,0.0594,97.805,04-Apr,0.956,Blues
36153,Link Wray,Fire And Brimstone,4x8tWcwaUvya2MePfp5IhR,42,0.425,0.607,258893,0.783,0.0135,G#,0.21,-11.262,Major,0.0419,109.396,04-Apr,0.774,Blues
